GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
0500000US34001,34001,"Atlantic County, New Jersey",29435,1614,33173,2882,25940,1302
0500000US34003,34003,"Bergen County, New Jersey",40756,681,50485,1257,31448,919
0500000US34005,34005,"Burlington County, New Jersey",36974,1105,45225,1972,30507,985
0500000US34007,34007,"Camden County, New Jersey",32121,859,38692,2039,26975,1291
0500000US34009,34009,"Cape May County, New Jersey",32516,2013,38326,3818,23624,2384
0500000US34011,34011,"Cumberland County, New Jersey",26345,1995,32101,2532,21281,2085
0500000US34013,34013,"Essex County, New Jersey",31083,597,34800,1778,27547,1135
0500000US34015,34015,"Gloucester County, New Jersey",34641,2123,45549,1959,25775,1629
0500000US34017,34017,"Hudson County, New Jersey",30517,689,33203,2504,26112,1139
0500000US34019,34019,"Hunterdon County, New Jersey",43414,3172,60309,4703,31905,3352
0500000US34021,34021,"Mercer County, New Jersey",34976,2249,40440,1751,29970,2657
0500000US34023,34023,"Middlesex County, New Jersey",39204,1433,46090,1136,31711,798
0500000US34025,34025,"Monmouth County, New Jersey",37971,2029,50538,876,28909,2111
0500000US34027,34027,"Morris County, New Jersey",44547,2281,57530,3933,33405,2560
0500000US34029,34029,"Ocean County, New Jersey",32745,1226,44272,2384,25103,1249
0500000US34031,34031,"Passaic County, New Jersey",28739,1256,33086,3247,23989,2075
0500000US34033,34033,"Salem County, New Jersey",31731,2489,41140,4839,22676,2329
0500000US34035,34035,"Somerset County, New Jersey",46722,1063,56961,3934,40027,2301
0500000US34037,34037,"Sussex County, New Jersey",39146,3354,49851,3167,28188,1619
0500000US34039,34039,"Union County, New Jersey",33732,1620,39004,2771,29375,1429
0500000US34041,34041,"Warren County, New Jersey",35210,2401,46638,3267,25249,3906
0500000US42001,42001,"Adams County, Pennsylvania",26544,1241,35283,2725,19523,1932
0500000US42003,42003,"Allegheny County, Pennsylvania",27902,700,33186,1489,23376,777
0500000US42005,42005,"Armstrong County, Pennsylvania",25117,1512,30930,1022,17518,2438
0500000US42007,42007,"Beaver County, Pennsylvania",25792,858,32324,1534,20843,1249
0500000US42011,42011,"Berks County, Pennsylvania",27365,704,34967,1532,21842,866
0500000US42013,42013,"Blair County, Pennsylvania",23997,1811,28924,2355,17950,2112
0500000US42017,42017,"Bucks County, Pennsylvania",36523,873,47200,1152,27501,1548
0500000US42019,42019,"Butler County, Pennsylvania",26492,817,36100,1956,18695,1673
0500000US42021,42021,"Cambria County, Pennsylvania",21877,875,27434,2844,17534,1689
0500000US42027,42027,"Centre County, Pennsylvania",15378,1474,18473,2054,12330,1591
0500000US42029,42029,"Chester County, Pennsylvania",36906,1168,46258,2224,29748,2176
0500000US42033,42033,"Clearfield County, Pennsylvania",22411,1653,28577,2216,15569,2189
0500000US42037,42037,"Columbia County, Pennsylvania",20270,1074,24408,2119,15396,1824
0500000US42039,42039,"Crawford County, Pennsylvania",20075,1245,26092,1679,15569,1331
0500000US42041,42041,"Cumberland County, Pennsylvania",28267,1067,34833,2747,23793,1237
0500000US42043,42043,"Dauphin County, Pennsylvania",29363,1201,35074,2319,24323,1402
0500000US42045,42045,"Delaware County, Pennsylvania",31607,648,37540,2116,27482,1050
0500000US42049,42049,"Erie County, Pennsylvania",22187,656,27284,1572,19328,1649
0500000US42051,42051,"Fayette County, Pennsylvania",21951,1770,27217,1874,15602,1566
0500000US42055,42055,"Franklin County, Pennsylvania",27028,918,32658,2026,21672,933
0500000US42063,42063,"Indiana County, Pennsylvania",17358,2281,23709,1881,13380,2754
0500000US42069,42069,"Lackawanna County, Pennsylvania",24128,1469,30145,1809,19902,1871
0500000US42071,42071,"Lancaster County, Pennsylvania",28271,1231,36848,740,20587,730
0500000US42073,42073,"Lawrence County, Pennsylvania",22479,1998,30773,2220,15772,2011
0500000US42075,42075,"Lebanon County, Pennsylvania",26322,1168,35424,1955,20175,1428
0500000US42077,42077,"Lehigh County, Pennsylvania",27505,1421,35262,1587,22038,1280
0500000US42079,42079,"Luzerne County, Pennsylvania",24214,1337,29167,1690,20027,1007
0500000US42081,42081,"Lycoming County, Pennsylvania",22025,1221,27470,1629,17181,1512
0500000US42085,42085,"Mercer County, Pennsylvania",21707,886,28169,2172,17072,988
0500000US42089,42089,"Monroe County, Pennsylvania",23736,1859,33914,3551,17388,2610
0500000US42091,42091,"Montgomery County, Pennsylvania",37578,1107,46739,890,30673,676
0500000US42095,42095,"Northampton County, Pennsylvania",30257,1013,38117,2863,23205,1606
0500000US42097,42097,"Northumberland County, Pennsylvania",23201,1632,28570,2226,16870,2394
0500000US42101,42101,"Philadelphia County, Pennsylvania",26197,514,28603,1185,24804,868
0500000US42107,42107,"Schuylkill County, Pennsylvania",24845,972,30148,1297,19820,1350
0500000US42111,42111,"Somerset County, Pennsylvania",20818,1050,25702,1650,14873,1653
0500000US42125,42125,"Washington County, Pennsylvania",26554,722,34773,2266,21039,941
0500000US42129,42129,"Westmoreland County, Pennsylvania",26159,760,32246,1359,20889,805
0500000US42133,42133,"York County, Pennsylvania",30222,679,36711,791,22428,924
